Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"waitForElementPresent(findTestObject(""Scenario_4/Page_Home Page/a_Sign In""), 0)",Chrome 131.0.0.0,,,14-01-2025 17:21:49,14-01-2025 17:21:51,2.347s,PASSED
"click(findTestObject(""Object Repository/Scenario_4/Page_Home Page/a_Sign In""))",Chrome 131.0.0.0,,,14-01-2025 17:21:51,14-01-2025 17:21:56,4.636s,PASSED
"waitForElementPresent(findTestObject(""Scenario_4/Page_Customer Login/input_Email_loginusername""), 0)",Chrome 131.0.0.0,,,14-01-2025 17:21:56,14-01-2025 17:21:56,0.341s,PASSED
"setText(findTestObject(""Object Repository/Scenario_4/Page_Customer Login/input_Email_loginusername""), UserID)",Chrome 131.0.0.0,,,14-01-2025 17:21:56,14-01-2025 17:21:57,0.614s,PASSED
"waitForElementPresent(findTestObject(""Scenario_4/Page_Customer Login/input_Password_loginpassword""), 0)",Chrome 131.0.0.0,,,14-01-2025 17:21:57,14-01-2025 17:21:57,0.283s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Scenario_4/Page_Customer Login/input_Password_loginpassword""), Password)",Chrome 131.0.0.0,,,14-01-2025 17:21:57,14-01-2025 17:21:57,0.331s,PASSED
"waitForElementPresent(findTestObject(""Scenario_4/Page_Customer Login/span_Sign In""), 0)",Chrome 131.0.0.0,,,14-01-2025 17:21:57,14-01-2025 17:21:58,0.300s,PASSED
"click(findTestObject(""Object Repository/Scenario_4/Page_Customer Login/span_Sign In""))",Chrome 131.0.0.0,,,14-01-2025 17:21:58,14-01-2025 17:22:01,3.622s,PASSED
"waitForElementPresent(findTestObject(""Scenario_4/Page_Home Page/input_Search_q""), 0)",Chrome 131.0.0.0,,,14-01-2025 17:22:01,14-01-2025 17:22:02,0.529s,PASSED
"setText(findTestObject(""Object Repository/Scenario_4/Page_Home Page/input_Search_q""), ""Nike"")",Chrome 131.0.0.0,,,14-01-2025 17:22:02,14-01-2025 17:22:02,0.585s,PASSED
"waitForElementPresent(findTestObject(""Scenario_4/Page_Home Page/button_Search""), 0)",Chrome 131.0.0.0,,,14-01-2025 17:22:02,14-01-2025 17:22:03,0.353s,PASSED
"click(findTestObject(""Object Repository/Scenario_4/Page_Home Page/button_Search""))",Chrome 131.0.0.0,,,14-01-2025 17:22:03,14-01-2025 17:22:06,3.063s,PASSED
"waitForElementPresent(findTestObject(""Scenario_4/Page_Search results for Nike/span_Search results for Nike""), 0)",Chrome 131.0.0.0,,,14-01-2025 17:22:06,14-01-2025 17:22:06,0.347s,PASSED
"verifyElementText(findTestObject(""Object Repository/Scenario_4/Page_Search results for Nike/span_Search results for Nike""), ""Search results for: 'Nike'"")",Chrome 131.0.0.0,,,14-01-2025 17:22:06,14-01-2025 17:22:06,0.259s,PASSED
assert true,Chrome 131.0.0.0,,,14-01-2025 17:22:06,14-01-2025 17:22:06,0.001s,PASSED
closeBrowser(STOP_ON_FAILURE),Chrome 131.0.0.0,,,14-01-2025 17:22:06,14-01-2025 17:22:07,0.361s,PASSED
